name,cuisine,avg_del_time,avg_price_for_2,offers
Abidi's Kitchen,South Indian,33 MINS,₹500 FOR TWO,50% off | Use WELCOME50
Biryani Vs Pulav,South Indian,33 MINS,₹500 FOR TWO,50% off | Use WELCOME50
Olive Mithai Shop,South Indian,33 MINS,₹500 FOR TWO,50% off | Use WELCOME50
Biryani Ustad,Biryani,36 MINS,₹400 FOR TWO,50% off | Use WELCOME50
Chicken Shawarma Hut,Biryani,36 MINS,₹400 FOR TWO,50% off | Use WELCOME50
Prowl Foods By Tiger Shroff,Biryani,36 MINS,₹400 FOR TWO,50% off | Use WELCOME50
Louis Burger,Biryani,36 MINS,₹400 FOR TWO,50% off | Use WELCOME50
Alankar,Biryani,36 MINS,₹400 FOR TWO,50% off | Use WELCOME50
House Of Dosa'S,Biryani,36 MINS,₹400 FOR TWO,50% off | Use WELCOME50
Hunger Cafe & Maggi point,Biryani,36 MINS,₹400 FOR TWO,50% off | Use WELCOME50
Rajahmundry Ruchulu,Biryani,36 MINS,₹400 FOR TWO,50% off | Use WELCOME50
Dostea,Biryani,36 MINS,₹400 FOR TWO,50% off | Use WELCOME50
Chicken Shawarma Hub,Biryani,36 MINS,₹400 FOR TWO,50% off | Use WELCOME50
BANGLORE DONNE BIRYANI HOUSE,Biryani,36 MINS,₹400 FOR TWO,50% off | Use WELCOME50
Nanking C.R - Estd 1957,Biryani,36 MINS,₹400 FOR TWO,50% off | Use WELCOME50
Hotel Udupi Home,Biryani,36 MINS,₹400 FOR TWO,50% off | Use WELCOME50
Sri Madhurams,Biryani,36 MINS,₹400 FOR TWO,50% off | Use WELCOME50
Sha Sha - Shandaar Shawarma,Biryani,36 MINS,₹400 FOR TWO,50% off | Use WELCOME50
Raja Gara Biryani,Biryani,36 MINS,₹400 FOR TWO,50% off | Use WELCOME50
Delight Delicious,"Chaat, Bakery",33 MINS,₹350 FOR TWO,50% off | Use WELCOME50
Lakshmi Tiffin Centre,"Chaat, Bakery",33 MINS,₹350 FOR TWO,50% off | Use WELCOME50
Eat n Joy Bakers,"Chaat, Bakery",33 MINS,₹350 FOR TWO,50% off | Use WELCOME50
Oven Story Pizza,"Chaat, Bakery",33 MINS,₹350 FOR TWO,50% off | Use WELCOME50
Udupi Park Pure Veg,"Chaat, Bakery",33 MINS,₹350 FOR TWO,50% off | Use WELCOME50
Deccan Spice,"Chaat, Bakery",33 MINS,₹350 FOR TWO,50% off | Use WELCOME50
Varalakshmi Tiffins,"Chaat, Bakery",33 MINS,₹350 FOR TWO,50% off | Use WELCOME50
Dine Hill,"Chaat, Bakery",33 MINS,₹350 FOR TWO,50% off | Use WELCOME50
Roastery Coffee House,"Chaat, Bakery",33 MINS,₹350 FOR TWO,50% off | Use WELCOME50
Baskin Robbins,"Chaat, Bakery",33 MINS,₹350 FOR TWO,50% off | Use WELCOME50
Make My Combo,"Chaat, Bakery",33 MINS,₹350 FOR TWO,50% off | Use WELCOME50
Grameen Kulfi,"Chaat, Bakery",33 MINS,₹350 FOR TWO,50% off | Use WELCOME50
The Brooklyn Creamery - Healthy Ice Cream,"Chaat, Bakery",33 MINS,₹350 FOR TWO,50% off | Use WELCOME50
Chai Kings,"Chaat, Bakery",33 MINS,₹350 FOR TWO,50% off | Use WELCOME50
Potlam Pulao,"Chaat, Bakery",33 MINS,₹350 FOR TWO,50% off | Use WELCOME50
Jumboking Indian Burger,"Chaat, Bakery",33 MINS,₹350 FOR TWO,50% off | Use WELCOME50
Jumboking Indian Burger,"Burgers, Snacks, Beverages",49 MINS,₹150 FOR TWO,50% off | Use WELCOME50
AADI TIFFINS PURE VEG ,"Burgers, Snacks, Beverages",49 MINS,₹150 FOR TWO,50% off | Use WELCOME50
Vivaha Bhojanambu,"Burgers, Snacks, Beverages",49 MINS,₹150 FOR TWO,50% off | Use WELCOME50
Kwality Walls Frozen Dessert and Ice Cream Shop,"Burgers, Snacks, Beverages",49 MINS,₹150 FOR TWO,50% off | Use WELCOME50
Hotel Akshaya,"Burgers, Snacks, Beverages",49 MINS,₹150 FOR TWO,50% off | Use WELCOME50
GreenPark,"Burgers, Snacks, Beverages",49 MINS,₹150 FOR TWO,50% off | Use WELCOME50
Sai Ganesh Tiffins,"Burgers, Snacks, Beverages",49 MINS,₹150 FOR TWO,50% off | Use WELCOME50
Greens and More,"Burgers, Snacks, Beverages",49 MINS,₹150 FOR TWO,50% off | Use WELCOME50
LunchBox - Meals and Thalis,"Burgers, Snacks, Beverages",49 MINS,₹150 FOR TWO,50% off | Use WELCOME50
Lassi Shop,"Burgers, Snacks, Beverages",49 MINS,₹150 FOR TWO,50% off | Use WELCOME50
Keventers - Milkshakes & Desserts,"Burgers, Snacks, Beverages",49 MINS,₹150 FOR TWO,50% off | Use WELCOME50
Persis Cafe,"Burgers, Snacks, Beverages",49 MINS,₹150 FOR TWO,50% off | Use WELCOME50
Parathas & More,"Burgers, Snacks, Beverages",49 MINS,₹150 FOR TWO,50% off | Use WELCOME50
Lo! - Low Carb and Keto Foods,"Burgers, Snacks, Beverages",49 MINS,₹150 FOR TWO,50% off | Use WELCOME50
 Kesariya's Sweets and Chaat,"Burgers, Snacks, Beverages",49 MINS,₹150 FOR TWO,50% off | Use WELCOME50
Vibrant Living Foods,"Burgers, Snacks, Beverages",49 MINS,₹150 FOR TWO,50% off | Use WELCOME50
Udupi Park Pure Veg,South Indian,34 MINS,₹150 FOR TWO,50% off | Use WELCOME50
Persis Cafe,South Indian,34 MINS,₹150 FOR TWO,50% off | Use WELCOME50
Dunkin',South Indian,34 MINS,₹150 FOR TWO,50% off | Use WELCOME50
Bangkok169,South Indian,34 MINS,₹150 FOR TWO,50% off | Use WELCOME50
Andhra Rice Boxes,South Indian,34 MINS,₹150 FOR TWO,50% off | Use WELCOME50
Ci Gusta!,South Indian,34 MINS,₹150 FOR TWO,50% off | Use WELCOME50
McCafe by McDonald's,South Indian,34 MINS,₹150 FOR TWO,50% off | Use WELCOME50
PALLEKODI PULLATLU,South Indian,34 MINS,₹150 FOR TWO,50% off | Use WELCOME50
Eat And Walk,South Indian,34 MINS,₹150 FOR TWO,50% off | Use WELCOME50
Lakshmi Tiffin Centre,South Indian,34 MINS,₹150 FOR TWO,50% off | Use WELCOME50
Potlam Pulao,South Indian,34 MINS,₹150 FOR TWO,50% off | Use WELCOME50
Bheema's,South Indian,34 MINS,₹150 FOR TWO,50% off | Use WELCOME50
Rayala Vari Ruchulu,South Indian,34 MINS,₹150 FOR TWO,50% off | Use WELCOME50
The Garden cafe,South Indian,34 MINS,₹150 FOR TWO,50% off | Use WELCOME50
Punjabi Paratha Junction,South Indian,34 MINS,₹150 FOR TWO,50% off | Use WELCOME50
PINK PARADISE,South Indian,34 MINS,₹150 FOR TWO,50% off | Use WELCOME50
Fruitoholic,"Juices, Salads, Snacks",27 MINS,₹400 FOR TWO,50% off | Use WELCOME50
MEESALA RAJUGARI MESS,"Juices, Salads, Snacks",27 MINS,₹400 FOR TWO,50% off | Use WELCOME50
Chai Point,"Juices, Salads, Snacks",27 MINS,₹400 FOR TWO,50% off | Use WELCOME50
SWEET BASKET,"Juices, Salads, Snacks",27 MINS,₹400 FOR TWO,50% off | Use WELCOME50
Biryani Stories,"Juices, Salads, Snacks",27 MINS,₹400 FOR TWO,50% off | Use WELCOME50
The Dessert Heaven - Pure Veg,"Juices, Salads, Snacks",27 MINS,₹400 FOR TWO,50% off | Use WELCOME50
Momos  Avenue,"Juices, Salads, Snacks",27 MINS,₹400 FOR TWO,50% off | Use WELCOME50
SEEMA VINDHU,"Juices, Salads, Snacks",27 MINS,₹400 FOR TWO,50% off | Use WELCOME50
Seasons Xprs,"Juices, Salads, Snacks",27 MINS,₹400 FOR TWO,50% off | Use WELCOME50
Village Aaharam,"Juices, Salads, Snacks",27 MINS,₹400 FOR TWO,50% off | Use WELCOME50
Pakka Local,"Juices, Salads, Snacks",27 MINS,₹400 FOR TWO,50% off | Use WELCOME50
Sai Darshini Tiffins,"Juices, Salads, Snacks",27 MINS,₹400 FOR TWO,50% off | Use WELCOME50
Cafe Coffee Day,"Juices, Salads, Snacks",27 MINS,₹400 FOR TWO,50% off | Use WELCOME50
MEETHE MIYA,"Juices, Salads, Snacks",27 MINS,₹400 FOR TWO,50% off | Use WELCOME50
Chaayos Chai+Snacks=Relax,"Juices, Salads, Snacks",27 MINS,₹400 FOR TWO,50% off | Use WELCOME50
Shanbhag Hotel,"Juices, Salads, Snacks",27 MINS,₹400 FOR TWO,50% off | Use WELCOME50
MEETHE MIYA,"Desserts, Hyderabadi",25 MINS,₹150 FOR TWO,50% off | Use WELCOME50
Chaayos Chai+Snacks=Relax,"Desserts, Hyderabadi",25 MINS,₹150 FOR TWO,50% off | Use WELCOME50
Shanbhag Hotel,"Desserts, Hyderabadi",25 MINS,₹150 FOR TWO,50% off | Use WELCOME50
Burger It Up,"Desserts, Hyderabadi",25 MINS,₹150 FOR TWO,50% off | Use WELCOME50
House of Biryani's,"Desserts, Hyderabadi",25 MINS,₹150 FOR TWO,50% off | Use WELCOME50
Sri Krishna Sweets,"Desserts, Hyderabadi",25 MINS,₹150 FOR TWO,50% off | Use WELCOME50
Sri Sai Prem Veg Restaurant,"Desserts, Hyderabadi",25 MINS,₹150 FOR TWO,50% off | Use WELCOME50
Drunken Monkey,"Desserts, Hyderabadi",25 MINS,₹150 FOR TWO,50% off | Use WELCOME50
New Arman Hotel	,"Desserts, Hyderabadi",25 MINS,₹150 FOR TWO,50% off | Use WELCOME50
Great Indian Drinks (Goli Soda),"Desserts, Hyderabadi",25 MINS,₹150 FOR TWO,50% off | Use WELCOME50
Natural Scoops,"Desserts, Hyderabadi",25 MINS,₹150 FOR TWO,50% off | Use WELCOME50
Rk Sweets and Juices,"Desserts, Hyderabadi",25 MINS,₹150 FOR TWO,50% off | Use WELCOME50
Haji Ali Fresh Fruit Juices,"Desserts, Hyderabadi",25 MINS,₹150 FOR TWO,50% off | Use WELCOME50
Rams Dosa House,"Desserts, Hyderabadi",25 MINS,₹150 FOR TWO,50% off | Use WELCOME50
Big Wong,"Desserts, Hyderabadi",25 MINS,₹150 FOR TWO,50% off | Use WELCOME50
Moms Kitchen By Sarala,"Desserts, Hyderabadi",25 MINS,₹150 FOR TWO,50% off | Use WELCOME50
Good Vibes Only Cafe,"Indian, Pastas, Salads, Desserts, Beverages, Pizzas",38 MINS,₹600 FOR TWO,50% off | Use WELCOME50
FB Cakes,"Indian, Pastas, Salads, Desserts, Beverages, Pizzas",38 MINS,₹600 FOR TWO,50% off | Use WELCOME50
The Shawarma Company,"Indian, Pastas, Salads, Desserts, Beverages, Pizzas",38 MINS,₹600 FOR TWO,50% off | Use WELCOME50
Minerva Xpress,"Indian, Pastas, Salads, Desserts, Beverages, Pizzas",38 MINS,₹600 FOR TWO,50% off | Use WELCOME50
Coconut Juice Bar,"Indian, Pastas, Salads, Desserts, Beverages, Pizzas",38 MINS,₹600 FOR TWO,50% off | Use WELCOME50
Hotel Indu Deluxe,"Indian, Pastas, Salads, Desserts, Beverages, Pizzas",38 MINS,₹600 FOR TWO,50% off | Use WELCOME50
TEJU MESS,"Indian, Pastas, Salads, Desserts, Beverages, Pizzas",38 MINS,₹600 FOR TWO,50% off | Use WELCOME50
Midland Bakers,"Indian, Pastas, Salads, Desserts, Beverages, Pizzas",38 MINS,₹600 FOR TWO,50% off | Use WELCOME50
BOWLS AND STARTERS CO.,"Indian, Pastas, Salads, Desserts, Beverages, Pizzas",38 MINS,₹600 FOR TWO,50% off | Use WELCOME50
THICKSHAKE HOME,"Indian, Pastas, Salads, Desserts, Beverages, Pizzas",38 MINS,₹600 FOR TWO,50% off | Use WELCOME50
Balaji Dhaba,"Indian, Pastas, Salads, Desserts, Beverages, Pizzas",38 MINS,₹600 FOR TWO,50% off | Use WELCOME50
Roll Call,"Indian, Pastas, Salads, Desserts, Beverages, Pizzas",38 MINS,₹600 FOR TWO,50% off | Use WELCOME50
Cakes11,"Indian, Pastas, Salads, Desserts, Beverages, Pizzas",38 MINS,₹600 FOR TWO,50% off | Use WELCOME50
Arathi Chinese fast food,"Indian, Pastas, Salads, Desserts, Beverages, Pizzas",38 MINS,₹600 FOR TWO,50% off | Use WELCOME50
Santos Dhaba-RJ-21,"Indian, Pastas, Salads, Desserts, Beverages, Pizzas",38 MINS,₹600 FOR TWO,50% off | Use WELCOME50
Ohri's Eatmor,"Indian, Pastas, Salads, Desserts, Beverages, Pizzas",38 MINS,₹600 FOR TWO,50% off | Use WELCOME50
Godavari ruchulu,"North Indian, Biryani, Chinese, South Indian, Seafood",38 MINS,₹500 FOR TWO,50% off | Use WELCOME50
Cake L'amore,"North Indian, Biryani, Chinese, South Indian, Seafood",38 MINS,₹500 FOR TWO,50% off | Use WELCOME50
Lakshmi Kaveri's kitchen,"North Indian, Biryani, Chinese, South Indian, Seafood",38 MINS,₹500 FOR TWO,50% off | Use WELCOME50
Qaffeine Coffee,"North Indian, Biryani, Chinese, South Indian, Seafood",38 MINS,₹500 FOR TWO,50% off | Use WELCOME50
McDonald's Gourmet Burger Collection,"North Indian, Biryani, Chinese, South Indian, Seafood",38 MINS,₹500 FOR TWO,50% off | Use WELCOME50
Suprabath tiffins,"North Indian, Biryani, Chinese, South Indian, Seafood",38 MINS,₹500 FOR TWO,50% off | Use WELCOME50
Samosa Singh,"North Indian, Biryani, Chinese, South Indian, Seafood",38 MINS,₹500 FOR TWO,50% off | Use WELCOME50
Ankapur Village,"North Indian, Biryani, Chinese, South Indian, Seafood",38 MINS,₹500 FOR TWO,50% off | Use WELCOME50
Miami Shakes & More,"North Indian, Biryani, Chinese, South Indian, Seafood",38 MINS,₹500 FOR TWO,50% off | Use WELCOME50
Om SaiRam Hospitality Services,"North Indian, Biryani, Chinese, South Indian, Seafood",38 MINS,₹500 FOR TWO,50% off | Use WELCOME50
Midland Bakers - Moti Nagar,"North Indian, Biryani, Chinese, South Indian, Seafood",38 MINS,₹500 FOR TWO,50% off | Use WELCOME50
Chai Chuski,"North Indian, Biryani, Chinese, South Indian, Seafood",38 MINS,₹500 FOR TWO,50% off | Use WELCOME50
MEGHANA FOODS,"North Indian, Biryani, Chinese, South Indian, Seafood",38 MINS,₹500 FOR TWO,50% off | Use WELCOME50
Khichdi Express,"North Indian, Biryani, Chinese, South Indian, Seafood",38 MINS,₹500 FOR TWO,50% off | Use WELCOME50
Ibaco,"North Indian, Biryani, Chinese, South Indian, Seafood",38 MINS,₹500 FOR TWO,50% off | Use WELCOME50
Charlie Chef's,"North Indian, Biryani, Chinese, South Indian, Seafood",38 MINS,₹500 FOR TWO,50% off | Use WELCOME50
Deccan Restaurant,"North Indian, Chinese, Andhra",40 MINS,₹600 FOR TWO,50% off | Use WELCOME50
Home Plate by EatFit,"North Indian, Chinese, Andhra",40 MINS,₹600 FOR TWO,50% off | Use WELCOME50
Sanjana Kitchen,"North Indian, Chinese, Andhra",40 MINS,₹600 FOR TWO,50% off | Use WELCOME50
Divine Kitchen,"North Indian, Chinese, Andhra",40 MINS,₹600 FOR TWO,50% off | Use WELCOME50
Wow Bawarchi,"North Indian, Chinese, Andhra",40 MINS,₹600 FOR TWO,50% off | Use WELCOME50
Concu,"North Indian, Chinese, Andhra",40 MINS,₹600 FOR TWO,50% off | Use WELCOME50
Sai Brundavan Tiffins,"North Indian, Chinese, Andhra",40 MINS,₹600 FOR TWO,50% off | Use WELCOME50
Balkrishna Santosh Family Dhaba,"North Indian, Chinese, Andhra",40 MINS,₹600 FOR TWO,50% off | Use WELCOME50
Seven Heaven Bakers,"North Indian, Chinese, Andhra",40 MINS,₹600 FOR TWO,50% off | Use WELCOME50
A'la Liberty,"North Indian, Chinese, Andhra",40 MINS,₹600 FOR TWO,50% off | Use WELCOME50
Kanikas Kitchen From Delhi,"North Indian, Chinese, Andhra",40 MINS,₹600 FOR TWO,50% off | Use WELCOME50
Zam Zam Shawarma,"North Indian, Chinese, Andhra",40 MINS,₹600 FOR TWO,50% off | Use WELCOME50
Sree Venkateswara Pure Veg,"North Indian, Chinese, Andhra",40 MINS,₹600 FOR TWO,50% off | Use WELCOME50
Gobblers Rolls & Bowls,"North Indian, Chinese, Andhra",40 MINS,₹600 FOR TWO,50% off | Use WELCOME50
Lassi Corner,"North Indian, Chinese, Andhra",40 MINS,₹600 FOR TWO,50% off | Use WELCOME50
Makhayad Arabi,"North Indian, Chinese, Andhra",40 MINS,₹600 FOR TWO,50% off | Use WELCOME50
HEALTHY CANE JUICE BAR,Beverages,30 MINS,₹100 FOR TWO,50% off | Use WELCOME50
Ganesh Salads & Juices,Beverages,30 MINS,₹100 FOR TWO,50% off | Use WELCOME50
MY HOME FOOD,Beverages,30 MINS,₹100 FOR TWO,50% off | Use WELCOME50
RASHMI KITCHEN,Beverages,30 MINS,₹100 FOR TWO,50% off | Use WELCOME50
Cookie Man,Beverages,30 MINS,₹100 FOR TWO,50% off | Use WELCOME50
Jashwanth Tiffin Center,Beverages,30 MINS,₹100 FOR TWO,50% off | Use WELCOME50
SUGARCANE WALA,Beverages,30 MINS,₹100 FOR TWO,50% off | Use WELCOME50
Just Bake,Beverages,30 MINS,₹100 FOR TWO,50% off | Use WELCOME50
The Master Chef,Beverages,30 MINS,₹100 FOR TWO,50% off | Use WELCOME50
Samosa Party,Beverages,30 MINS,₹100 FOR TWO,50% off | Use WELCOME50
Roll Zone,Beverages,30 MINS,₹100 FOR TWO,50% off | Use WELCOME50
NUE Cafe,Beverages,30 MINS,₹100 FOR TWO,50% off | Use WELCOME50
Noodle Club,Beverages,30 MINS,₹100 FOR TWO,50% off | Use WELCOME50
Grab A Bowl,Beverages,30 MINS,₹100 FOR TWO,50% off | Use WELCOME50
Farmhouse Subs by UrbanKisaan,Beverages,30 MINS,₹100 FOR TWO,50% off | Use WELCOME50
Tabla,Beverages,30 MINS,₹100 FOR TWO,50% off | Use WELCOME50
McDonald's Gourmet Burger Collection,"Burgers, Beverages, Cafe, Desserts",25 MINS,₹600 FOR TWO,50% off | Use WELCOME50
Raju Gari Biryani,"Burgers, Beverages, Cafe, Desserts",25 MINS,₹600 FOR TWO,50% off | Use WELCOME50
SRI MAHALAXMI REDDY BROTHERS TIFFINS & FAST FOOD,"Burgers, Beverages, Cafe, Desserts",25 MINS,₹600 FOR TWO,50% off | Use WELCOME50
Pista House Tea,"Burgers, Beverages, Cafe, Desserts",25 MINS,₹600 FOR TWO,50% off | Use WELCOME50
HUMMINGBIRD CAFE,"Burgers, Beverages, Cafe, Desserts",25 MINS,₹600 FOR TWO,50% off | Use WELCOME50
The Arabian Restaurant,"Burgers, Beverages, Cafe, Desserts",25 MINS,₹600 FOR TWO,50% off | Use WELCOME50
Green Dot Pizza,"Burgers, Beverages, Cafe, Desserts",25 MINS,₹600 FOR TWO,50% off | Use WELCOME50
AROMAS OF BENGAL,"Burgers, Beverages, Cafe, Desserts",25 MINS,₹600 FOR TWO,50% off | Use WELCOME50
Chef's Kitchen,"Burgers, Beverages, Cafe, Desserts",25 MINS,₹600 FOR TWO,50% off | Use WELCOME50
Sri Raghavendra,"Burgers, Beverages, Cafe, Desserts",25 MINS,₹600 FOR TWO,50% off | Use WELCOME50
RUCHI CURRY POINT,"Burgers, Beverages, Cafe, Desserts",25 MINS,₹600 FOR TWO,50% off | Use WELCOME50
Zorro - Milkshakes and Thickshakes,"Burgers, Beverages, Cafe, Desserts",25 MINS,₹600 FOR TWO,50% off | Use WELCOME50
VASIREDDY HOME FOODS,"Burgers, Beverages, Cafe, Desserts",25 MINS,₹600 FOR TWO,50% off | Use WELCOME50
Jamie Oliver's Pizzeria,"Burgers, Beverages, Cafe, Desserts",25 MINS,₹600 FOR TWO,50% off | Use WELCOME50
Cakelandia,"Burgers, Beverages, Cafe, Desserts",25 MINS,₹600 FOR TWO,50% off | Use WELCOME50
Sanjana Kitchen,"Burgers, Beverages, Cafe, Desserts",25 MINS,₹600 FOR TWO,50% off | Use WELCOME50
EMERALD MITHAI SHOP,"Sweets, Snacks",36 MINS,₹300 FOR TWO,50% off | Use WELCOME50
100N,"Sweets, Snacks",36 MINS,₹300 FOR TWO,50% off | Use WELCOME50
Saiko Sushi House,"Sweets, Snacks",36 MINS,₹300 FOR TWO,50% off | Use WELCOME50
Buffalo Wild Wings,"Sweets, Snacks",36 MINS,₹300 FOR TWO,50% off | Use WELCOME50
Shawarma Smack,"Sweets, Snacks",36 MINS,₹300 FOR TWO,50% off | Use WELCOME50
Euphoria,"Sweets, Snacks",36 MINS,₹300 FOR TWO,50% off | Use WELCOME50
Punjabi Bhatti,"Sweets, Snacks",36 MINS,₹300 FOR TWO,50% off | Use WELCOME50
The Red Dragon,"Sweets, Snacks",36 MINS,₹300 FOR TWO,50% off | Use WELCOME50
Cream Stone Ice Cream Cakes,"Sweets, Snacks",36 MINS,₹300 FOR TWO,50% off | Use WELCOME50
The Momo Co.,"Sweets, Snacks",36 MINS,₹300 FOR TWO,50% off | Use WELCOME50
Sri Siva Reddy Sweets & Chaat,"Sweets, Snacks",36 MINS,₹300 FOR TWO,50% off | Use WELCOME50
Sri Gayatri Bhavan,"Sweets, Snacks",36 MINS,₹300 FOR TWO,50% off | Use WELCOME50
Panda Momos,"Sweets, Snacks",36 MINS,₹300 FOR TWO,50% off | Use WELCOME50
Momo Zone - The Momo Company,"Sweets, Snacks",36 MINS,₹300 FOR TWO,50% off | Use WELCOME50
Cake Boss,"Sweets, Snacks",36 MINS,₹300 FOR TWO,50% off | Use WELCOME50
The Biryani Life,"Sweets, Snacks",36 MINS,₹300 FOR TWO,50% off | Use WELCOME50
Sampradaya Ruchulu,"South Indian, Andhra, Chinese, North Indian, Kebabs, Biryani, Snacks, Thalis",28 MINS,₹200 FOR TWO,50% off | Use WELCOME50
GRAB Burgers,"South Indian, Andhra, Chinese, North Indian, Kebabs, Biryani, Snacks, Thalis",28 MINS,₹200 FOR TWO,50% off | Use WELCOME50
Healthy food house,"South Indian, Andhra, Chinese, North Indian, Kebabs, Biryani, Snacks, Thalis",28 MINS,₹200 FOR TWO,50% off | Use WELCOME50
Kaati Zone Rolls & Wraps,"South Indian, Andhra, Chinese, North Indian, Kebabs, Biryani, Snacks, Thalis",28 MINS,₹200 FOR TWO,50% off | Use WELCOME50
Ruchi food court ,"South Indian, Andhra, Chinese, North Indian, Kebabs, Biryani, Snacks, Thalis",28 MINS,₹200 FOR TWO,50% off | Use WELCOME50
Taiba's Madina Darbar,"South Indian, Andhra, Chinese, North Indian, Kebabs, Biryani, Snacks, Thalis",28 MINS,₹200 FOR TWO,50% off | Use WELCOME50
AB's - Absolute Barbecues,"South Indian, Andhra, Chinese, North Indian, Kebabs, Biryani, Snacks, Thalis",28 MINS,₹200 FOR TWO,50% off | Use WELCOME50
Old Mumbai Ice Cream,"South Indian, Andhra, Chinese, North Indian, Kebabs, Biryani, Snacks, Thalis",28 MINS,₹200 FOR TWO,50% off | Use WELCOME50
Ci Gusta!,"South Indian, Andhra, Chinese, North Indian, Kebabs, Biryani, Snacks, Thalis",28 MINS,₹200 FOR TWO,50% off | Use WELCOME50
Olio - The Wood Fired Pizzeria,"South Indian, Andhra, Chinese, North Indian, Kebabs, Biryani, Snacks, Thalis",28 MINS,₹200 FOR TWO,50% off | Use WELCOME50
Cherla's cafe and restaurant,"South Indian, Andhra, Chinese, North Indian, Kebabs, Biryani, Snacks, Thalis",28 MINS,₹200 FOR TWO,50% off | Use WELCOME50
A-1 Mandi House,"South Indian, Andhra, Chinese, North Indian, Kebabs, Biryani, Snacks, Thalis",28 MINS,₹200 FOR TWO,50% off | Use WELCOME50
Ishta deluxe mess,"South Indian, Andhra, Chinese, North Indian, Kebabs, Biryani, Snacks, Thalis",28 MINS,₹200 FOR TWO,50% off | Use WELCOME50
Om Sri Sai Fast Food Centre,"South Indian, Andhra, Chinese, North Indian, Kebabs, Biryani, Snacks, Thalis",28 MINS,₹200 FOR TWO,50% off | Use WELCOME50
Bowl 99,"South Indian, Andhra, Chinese, North Indian, Kebabs, Biryani, Snacks, Thalis",28 MINS,₹200 FOR TWO,50% off | Use WELCOME50
